公司标识,车牌号,行政区编号,定位时间,纬度,经度,瞬时速度,方向角,海拔高度,行驶里程,坐标加密标识,预警状态,车辆状态,运营状态,订单编号,来源,时间差,纬度差,经度差,时间段
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:43:01,"31.264105","121.630589","28","180","2","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:19861482,"60","-0.002363","-0.005361",2023-04-24 20:40
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:44:31,"31.263156","121.625679","43","271","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:19883160,"90","-0.00095","-0.004909",2023-04-24 20:40
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:45:01,"31.263171","121.622748","18","269","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:19903220,"30","1.5e-05","-0.002931",2023-04-24 20:45
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:48:01,"31.262642","121.620284","46","233","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:19949366,"180","-0.000528","-0.002464",2023-04-24 20:45
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:49:01,"31.26204","121.619828","29","25","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:19968113,"60","-0.000602","-0.000457",2023-04-24 20:45
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:49:31,"31.262175","121.619703","48","52","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:19995381,"30","0.000135","-0.000125",2023-04-24 20:45
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:50:31,"31.262173","121.619701","20","52","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20011619,"60","-2.0e-06","-2.0e-06",2023-04-24 20:50
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:51:01,"31.262173","121.619701","41","52","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20023540,"30","0.0","0.0",2023-04-24 20:50
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:51:31,"31.262173","121.619701","3","52","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20039831,"30","0.0","0.0",2023-04-24 20:50
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:52:31,"31.262037","121.619827","23","25","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20054023,"60","-0.000136","0.000126",2023-04-24 20:50
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:54:01,"31.262167","121.619691","19","52","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20089698,"90","0.00013","-0.000136",2023-04-24 20:50
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:54:31,"31.262167","121.619691","40","52","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20099542,"30","0.0","0.0",2023-04-24 20:50
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:55:31,"31.262167","121.619691","25","52","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20109484,"60","0.0","0.0",2023-04-24 20:55
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:56:01,"31.262027","121.619821","31","25","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20127469,"30","-0.00014","0.00013",2023-04-24 20:55
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 20:58:01,"31.262167","121.619691","45","52","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20166244,"120","0.00014","-0.00013",2023-04-24 20:55
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:00:01,"31.262027","121.619821","28","25","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20200100,"120","-0.00014","0.00013",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:00:31,"31.262027","121.619821","29","25","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20211364,"30","0.0","0.0",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:01:01,"31.262027","121.619821","45","25","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20220745,"30","0.0","0.0",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:02:01,"31.262027","121.619821","17","25","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20237074,"60","0.0","0.0",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:02:31,"31.262027","121.619821","37","25","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20245480,"30","0.0","0.0",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:03:01,"31.262027","121.619821","48","25","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20252373,"30","0.0","0.0",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:03:17,"31.262027","121.619821","19","0","0","0","1","0","0",,B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20259998,"16","0.0","0.0",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:03:24,"31.262027","121.619821","7","0","0","0","1","0","0","2",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20260026,"7","0.0","0.0",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:03:31,"31.262027","121.619821","3","25","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20260011,"7","0.0","0.0",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:03:35,"31.262027","121.619821","14","25","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20264085,"4","0.0","0.0",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:04:03,"31.262037","121.619827","4","25","4","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20277425,"28","1.0e-05","6.0e-06",2023-04-24 21:00
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:05:03,"31.260165","121.617081","0","105","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20293496,"60","-0.001872","-0.002746",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:05:31,"31.259514","121.618508","31","210","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20297475,"28","-0.000651","0.001427",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:06:03,"31.259382","121.618423","48","210","4","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20307982,"32","-0.000132","-8.5e-05",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:06:31,"31.259325","121.61836","13","210","4","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20324999,"28","-5.8e-05","-6.3e-05",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:06:35,"31.259304","121.618355","45","210","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20327019,"4","-2.1e-05","-5.0e-06",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:06:36,"31.259304","121.618355","33","0","0","0","1","0","0","2",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20327113,"1","0.0","0.0",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:07:35,"31.259368","121.615949","36","231","4","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20344752,"59","6.5e-05","-0.002406",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:07:49,"31.259363","121.615941","40","0","0","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20344836,"14","-5.0e-06","-8.0e-06",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:08:00,"31.259324","121.615884","40","231","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20346661,"11","-4.0e-05","-5.7e-05",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:08:05,"31.259313","121.61588","16","231","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20358139,"5","-1.1e-05","-4.0e-06",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:08:30,"31.258756","121.614568","40","231","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20359782,"25","-0.000557","-0.001312",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:08:35,"31.258575","121.614305","23","231","4","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20362852,"5","-0.000181","-0.000263",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:09:35,"31.255767","121.609041","41","248","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20371371,"60","-0.002808","-0.005264",2023-04-24 21:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:11:35,"31.253772","121.601243","3","250","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20399609,"120","-0.001996","-0.007798",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:12:00,"31.25319","121.599367","6","250","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20412380,"25","-0.000582","-0.001876",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:12:30,"31.253569","121.598258","21","6","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20428411,"30","0.000379","-0.001109",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:13:35,"31.254557","121.59836","11","6","4","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20451859,"65","0.000988","0.000102",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:14:00,"31.254639","121.597541","47","239","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20452094,"25","8.2e-05","-0.000819",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:14:05,"31.254491","121.597243","18","240","3","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20453947,"5","-0.000148","-0.000298",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:14:30,"31.25427","121.59572","20","330","1","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20458675,"25","-0.000221","-0.001522",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:14:35,"31.254309","121.595704","26","330","0","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20458235,"5","3.9e-05","-1.6e-05",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:14:47,"31.254523","121.595794","27","0","0","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20471130,"12","0.000214","9.0e-05",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:14:51,"31.254522","121.595791","42","0","0","0","1","0","0","1",B230424210314382000,NETCAR_VEHICLEPOSITION_0424.txt:20471147,"4","-1.0e-06","-3.0e-06",2023-04-24 21:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:15:35,"31.254012","121.595816","39","150","0","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20484061,"44","-0.00051","2.5e-05",2023-04-24 21:15
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:16:05,"31.254012","121.595816","15","150","0","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20491880,"30","0.0","0.0",2023-04-24 21:15
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:16:35,"31.253928","121.596287","46","60","0","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20510657,"30","-8.4e-05","0.000471",2023-04-24 21:15
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:18:05,"31.252811","121.598044","21","186","0","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20531285,"90","-0.001116","0.001757",2023-04-24 21:15
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:20:35,"31.255189","121.607132","1","78","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20597841,"150","0.002378","0.009089",2023-04-24 21:20
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:21:35,"31.257014","121.611736","4","57","3","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20614887,"60","0.001825","0.004603",2023-04-24 21:20
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:22:05,"31.257915","121.613395","6","57","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20618216,"30","0.000901","0.001659",2023-04-24 21:20
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:24:05,"31.260643","121.617397","24","52","7","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20667457,"120","0.002728","0.004002",2023-04-24 21:20
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:24:35,"31.261816","121.619152","2","53","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20674326,"30","0.001173","0.001756",2023-04-24 21:20
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:25:35,"31.262205","121.619747","43","52","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20684946,"60","0.000389","0.000594",2023-04-24 21:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:26:05,"31.262066","121.619876","15","63","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20695615,"30","-0.000139","0.000129",2023-04-24 21:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:26:35,"31.262066","121.619876","25","63","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20708858,"30","0.0","0.0",2023-04-24 21:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:27:05,"31.262066","121.619876","7","63","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20720535,"30","0.0","0.0",2023-04-24 21:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:27:35,"31.262066","121.619876","13","63","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20731852,"30","0.0","0.0",2023-04-24 21:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:28:05,"31.262066","121.619876","29","63","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20761473,"30","0.0","0.0",2023-04-24 21:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:28:35,"31.262066","121.619876","15","63","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20763843,"30","0.0","0.0",2023-04-24 21:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:29:05,"31.262066","121.619876","41","63","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20778370,"30","0.0","0.0",2023-04-24 21:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:29:35,"31.262066","121.619876","17","63","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20796647,"30","0.0","0.0",2023-04-24 21:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:30:05,"31.262066","121.619876","32","63","4","0","1","0","0","3","0",NETCAR_VEHICLEPOSITION_0424.txt:20803533,"30","0.0","0.0",2023-04-24 21:30
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:30:20,"31.262066","121.619876","37","0","0","0","1","0","0",,B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20815445,"15","0.0","0.0",2023-04-24 21:30
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:30:28,"31.262066","121.619876","16","0","0","0","1","0","0","2",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20815521,"8","0.0","0.0",2023-04-24 21:30
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:30:35,"31.262108","121.619884","28","105","5","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20818267,"7","4.2e-05","8.0e-06",2023-04-24 21:30
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:31:35,"31.263032","121.620979","43","64","4","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20833982,"60","0.000924","0.001095",2023-04-24 21:30
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:32:03,"31.265833","121.621177","44","360","4","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20838531,"28","0.002802","0.000199",2023-04-24 21:30
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:32:31,"31.266401","121.622352","18","88","4","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20843671,"28","0.000568","0.001175",2023-04-24 21:30
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:34:02,"31.266383","121.626896","4","91","4","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20878126,"91","-1.8e-05","0.004543",2023-04-24 21:30
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:34:32,"31.266479","121.627388","2","318","3","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20884426,"30","9.6e-05","0.000492",2023-04-24 21:30
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:35:02,"31.266533","121.623056","39","271","3","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20894913,"30","5.4e-05","-0.004333",2023-04-24 21:35
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:35:32,"31.266498","121.621739","35","269","3","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20909592,"30","-3.5e-05","-0.001317",2023-04-24 21:35
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:36:02,"31.266498","121.621739","29","269","3","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20928030,"30","0.0","0.0",2023-04-24 21:35
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:36:32,"31.266489","121.619388","35","266","3","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20926256,"30","-1.0e-05","-0.002351",2023-04-24 21:35
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:37:32,"31.265017","121.61295","29","249","4","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20946667,"60","-0.001471","-0.006438",2023-04-24 21:35
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:38:32,"31.262084","121.604289","17","243","3","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20985741,"60","-0.002933","-0.008661",2023-04-24 21:35
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:39:02,"31.261768","121.603628","6","242","3","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:20995874,"30","-0.000317","-0.000661",2023-04-24 21:35
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:40:32,"31.259882","121.600406","38","236","3","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21030170,"90","-0.001886","-0.003223",2023-04-24 21:40
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:42:02,"31.251756","121.595949","18","238","1","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21057738,"90","-0.008126","-0.004456",2023-04-24 21:40
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:42:32,"31.249691","121.592069","10","239","1","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21071717,"30","-0.002065","-0.00388",2023-04-24 21:40
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:43:02,"31.249022","121.590704","11","239","1","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21080827,"30","-0.000669","-0.001365",2023-04-24 21:40
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:43:32,"31.249022","121.590704","30","239","1","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21090495,"30","0.0","0.0",2023-04-24 21:40
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:44:02,"31.249022","121.590704","14","239","1","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21094227,"30","0.0","0.0",2023-04-24 21:40
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:44:32,"31.247597","121.588537","31","231","1","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21102180,"30","-0.001425","-0.002167",2023-04-24 21:40
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:45:03,"31.245946","121.586117","4","232","0","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21112714,"31","-0.001651","-0.00242",2023-04-24 21:45
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:45:32,"31.245039","121.58478","36","232","0","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21127675,"29","-0.000906","-0.001337",2023-04-24 21:45
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:46:02,"31.244888","121.582464","26","321","0","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21142461,"30","-0.000151","-0.002316",2023-04-24 21:45
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:46:12,"31.244917","121.582442","29","0","0","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21152263,"10","2.9e-05","-2.2e-05",2023-04-24 21:45
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 21:46:16,"31.244918","121.582442","2","0","0","0","1","0","0","1",B230424213018361000,NETCAR_VEHICLEPOSITION_0424.txt:21152279,"4","1.0e-06","0.0",2023-04-24 21:45
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:06:37,"31.262011","121.619738","27","0","0","0","1","0","0",,B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21568622,"1221","0.017093","0.037296",2023-04-24 22:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:06:43,"31.262011","121.619738","36","0","0","0","1","0","0","2",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21568683,"6","0.0","0.0",2023-04-24 22:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:07:00,"31.262005","121.619733","19","51","4","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21570921,"17","-6.0e-06","-5.0e-06",2023-04-24 22:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:07:04,"31.262026","121.619723","34","69","5","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21573030,"4","2.1e-05","-1.0e-05",2023-04-24 22:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:07:32,"31.262852","121.620661","37","52","5","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21589211,"28","0.000826","0.000938",2023-04-24 22:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:08:00,"31.263212","121.621134","16","359","5","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21596930,"28","0.00036","0.000473",2023-04-24 22:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:09:00,"31.266403","121.622407","15","88","5","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21611199,"60","0.00319","0.001274",2023-04-24 22:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:09:04,"31.266414","121.623034","34","90","4","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21615403,"4","1.1e-05","0.000626",2023-04-24 22:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:09:32,"31.26637","121.625543","27","91","4","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21626894,"28","-4.4e-05","0.00251",2023-04-24 22:05
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:10:32,"31.266391","121.62685","8","91","4","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21638864,"60","2.1e-05","0.001307",2023-04-24 22:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:11:02,"31.266392","121.626919","29","91","4","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21643823,"30","1.0e-06","6.9e-05",2023-04-24 22:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:12:32,"31.266536","121.621378","9","269","4","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21672577,"90","0.000144","-0.005541",2023-04-24 22:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:14:32,"31.263323","121.60785","25","249","4","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21711276,"120","-0.003213","-0.013528",2023-04-24 22:10
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:15:02,"31.261585","121.603438","19","238","4","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21717953,"30","-0.001738","-0.004412",2023-04-24 22:15
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:15:32,"31.258769","121.60579","12","141","4","0","1","0","0","1",B230424220634362000,NETCAR_VEHICLEPOSITION_0424.txt:21733535,"30","-0.002815","0.002352",2023-04-24 22:15
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:27:53,"31.262064","121.619856","36","0","0","0","1","0","0",,B230424222751384000,NETCAR_VEHICLEPOSITION_0424.txt:21969126,"741","0.003295","0.014066",2023-04-24 22:25
shouyue,00028285631475467C53540B25F6853A,"310000",2023-04-24 22:28:03,"31.262064","121.619856","5","0","0","0","1","0","0","2",B230424222751384000,NETCAR_VEHICLEPOSITION_0424.txt:21966398,"10","0.0","0.0",2023-04-24 22:25
